"","DOIs","publication_year","resource_type"
"46721","10.1210/js.2019-sun-219",2019,"journal-article"
"46722","10.1161/circulationaha.119.042155",2019,"journal-article"
"46723","10.1182/blood-2018-99-111203",2018,"journal-article"
"46724","10.15252/emmm.201607445",2017,"journal-article"
"46725","10.1111/mec.15833",2021,"journal-article"
"46726","10.21203/rs.3.rs-219858/v1",2021,"posted-content"
"46727","10.1055/s-0037-1605025",2017,"proceedings-article"
"46728","10.1093/geroni/igx004.4866",2017,"journal-article"
"46729","10.4037/ccn2017922",2017,"journal-article"
"46730","10.1024/1016-264x/a000301",2020,"journal-article"
"46731","10.1111/pai.13422",2020,"journal-article"
"46732","10.1063/1.5054076",2018,"journal-article"
"46733","10.1200/jco.2018.36.4_suppl.tps524",2018,"journal-article"
"46734","10.1002/cbic.201800700",2019,"journal-article"
"46735","10.1093/bioinformatics/btz112",2019,"journal-article"
"46736","10.1093/neuonc/noy139.041",2018,"journal-article"
"46737","10.3402/jecme.v4.29894",2015,"journal-article"
"46738","10.1055/s-0035-1553894",2015,"journal-article"
"46739","10.1055/s-0039-1698172",2019,"proceedings-article"
"46740","10.1026/0012-1924/a000257",2021,"journal-article"
"46741","10.1055/s-0040-1718218",2020,"proceedings-article"
"46742","10.1093/ehjci/ehaa946.3009",2020,"journal-article"
"46743","10.1093/ajh/hpaa029",2020,"journal-article"
"46744","10.1002/wps.20516",2018,"journal-article"
"46745","10.1024/0939-5911.a000394",2015,"journal-article"
"46746","10.1177/1740774516639910",2016,"journal-article"
"46747","10.1002/rcm.7196",2015,"journal-article"
"46748","10.1177/15266028211014307",2021,"journal-article"
"46749","10.1055/s-0042-102939",2016,"journal-article"
"46750","10.1055/s-0042-108429",2016,"journal-article"
"46751","10.1029/2018gl080225",2018,"journal-article"
"46752","10.1055/s-0041-111788",2016,"journal-article"
"46753","10.3847/25c2cfeb.e9d9adfe",2021,"journal-article"
"46754","10.1055/a-1165-6964",2020,"journal-article"
"46755","10.1055/a-0713-0517",2018,"journal-article"
"46756","10.1111/bjd.16901",2018,"journal-article"
"46757","10.1055/a-0882-6325",2019,"journal-article"
"46758","10.1111/jnc.15482",2021,"journal-article"
"46759","10.1002/sres.2348",2015,"journal-article"
"46760","10.1128/aac.01470-19",2019,"journal-article"
"46761","10.1021/acs.jpcc.9b03822",2019,"journal-article"
"46762","10.1002/jms.4777",2021,"journal-article"
"46763","10.1002/sej.1201",2015,"journal-article"
"46764","10.1021/acsami.5b08028",2015,"journal-article"
"46765","10.1002/anie.201802083",2018,"journal-article"
"46766","10.1021/acsphotonics.8b01454",2019,"journal-article"
"46767","10.1001/jamapsychiatry.2018.1973",2018,"journal-article"
"46768","10.1093/eurheartj/ehy590",2018,"journal-article"
"46769","10.1021/jacs.8b07627",2018,"journal-article"
"46770","10.1111/1365-2745.13090",2018,"journal-article"
"46771","10.1111/ejh.12994",2017,"journal-article"
"46772","10.1016/j.jalz.2016.06.1804",2016,"journal-article"
"46773","10.13109/zptm.2018.64.3.298",2018,"journal-article"
"46774","10.1111/1365-2745.12947",2018,"journal-article"
"46775","10.1002/mrm.27863",2019,"journal-article"
"46776","10.1021/acs.joc.8b02912",2019,"journal-article"
"46777","10.1063/4.0000029",2020,"journal-article"
"46778","10.1093/hmg/ddaa249",2020,"journal-article"
"46779","10.7554/elife.55589.sa2",2020,"peer-review"
"46780","10.7554/elife.64846",2021,"journal-article"
"46781","10.1055/a-1270-7481",2020,"journal-article"
"46782","10.1001/jamapsychiatry.2020.4564",2021,"journal-article"
"46783","10.1063/1.5028141",2018,"journal-article"
"46784","10.1002/cncr.32653",2019,"journal-article"
"46785","10.1002/ejhf.1984",2020,"journal-article"
"46786","10.1111/dom.13041",2017,"journal-article"
"46787","10.1002/pros.24038",2020,"journal-article"
"46788","10.1111/vco.12308",2017,"journal-article"
"46789","10.1111/all.15027",2021,"journal-article"
"46790","10.1093/europace/euz137",2019,"journal-article"
"46791","10.1093/schbul/sbaa037",2020,"journal-article"
"46792","10.1021/acs.chemmater.9b03089",2019,"journal-article"
"46793","10.1002/adma.201606464",2017,"journal-article"
"46794","10.1111/ctr.12744",2016,"journal-article"
"46795","10.1021/acsnano.8b07295",2019,"journal-article"
"46796","10.1021/acs.jpcc.9b07220",2019,"journal-article"
"46797","10.1002/ange.202008734",2020,"journal-article"
"46798","10.1002/anie.202008734",2020,"journal-article"
"46799","10.1093/mnras/stz413",2019,"journal-article"
"46800","10.1089/vbz.2014.1746",2015,"journal-article"
"46801","10.1055/s-0037-1619301",2018,"journal-article"
"46802","10.1093/rheumatology/kez108.078",2019,"journal-article"
"46803","10.1182/blood-2019-127238",2019,"journal-article"
"46804","10.1039/d0gc01697g",2020,"journal-article"
"46805","10.18632/oncotarget.19218",2017,"journal-article"
"46806","10.1177/2045894019889775",2019,"journal-article"
"46807","10.1002/celc.202100739",2021,"journal-article"
"46808","10.1111/jbi.13716",2019,"journal-article"
"46809","10.1002/cctc.201801022",2018,"journal-article"
"46810","10.1093/brain/awz327",2019,"journal-article"
"46811","10.1002/adfm.202007475",2020,"journal-article"
"46812","10.1152/ajprenal.00590.2019",2020,"journal-article"
"46813","10.1002/adma.201700555",2017,"journal-article"
"46814","10.1021/acs.jnatprod.5b00768",2015,"journal-article"
"46815","10.3233/jad-171088",2018,"journal-article"
"46816","10.1021/ic503056z",2015,"journal-article"
"46817","10.1002/ece3.4099",2018,"journal-article"
"46818","10.1021/acscatal.7b03805",2018,"journal-article"
"46819","10.1002/jmri.26893",2019,"journal-article"
"46820","10.1063/1.4941276",2016,"journal-article"
"46821","10.1002/advs.202000800",2020,"journal-article"
"46822","10.1083/jcb.202005130",2021,"journal-article"
"46823","10.15252/embr.201744059",2017,"journal-article"
"46824","10.1055/s-0037-1602202",2017,"proceedings-article"
"46825","10.1126/sciadv.abf5620",2021,"journal-article"
"46826","10.1093/rb/rbz006",2019,"journal-article"
"46827","10.1055/s-0038-1671332",2018,"proceedings-article"
"46828","10.1530/ec-19-0082",2019,"journal-article"
"46829","10.1182/blood-2018-99-112854",2018,"journal-article"
"46830","10.1002/cctc.202000907",2020,"journal-article"
"46831","10.1111/ddg.14312_g",2021,"journal-article"
"46832","10.1002/adma.202007224",2021,"journal-article"
"46833","10.15252/msb.20199270",2020,"journal-article"
"46834","10.1093/ndt/gfab087.0012",2021,"journal-article"
"46835","10.1055/a-1111-2431",2020,"journal-article"
"46836","10.1002/ccd.26920",2017,"journal-article"
"46837","10.1002/ijc.30625",2017,"journal-article"
"46838","10.1039/c8ce00540k",2018,"journal-article"
"46839","10.1111/bjh.16462",2020,"journal-article"
"46840","10.1002/pssa.201800308",2018,"journal-article"
"46841","10.1055/s-0042-117635",2016,"journal-article"
"46842","10.15252/emmm.201606356",2016,"journal-article"
"46843","10.1111/bjd.19694",2021,"journal-article"
"46844","10.2807/1560-7917.es.2019.24.5.1800139",2019,"journal-article"
"46845","10.1002/adfm.201503155",2015,"journal-article"
"46846","10.1021/acs.jpcc.8b11606",2018,"journal-article"
"46847","10.1002/alz.12414",2021,"journal-article"
"46848","10.1161/hypertensionaha.118.10964",2018,"journal-article"
"46849","10.1039/c9ta06781g",2019,"journal-article"
"46850","10.1002/wps.20765",2020,"journal-article"
"46851","10.1021/acsnano.8b05821",2018,"journal-article"
"46852","10.1021/acs.jpcc.8b03696",2018,"journal-article"
"46853","10.1084/jem.20150990",2016,"journal-article"
"46854","10.1021/acs.jpcc.5b08013",2016,"journal-article"
"46855","10.1002/eji.201847955",2019,"journal-article"
"46856","10.1002/ejhf.1142",2018,"journal-article"
"46857","10.1055/a-1120-3531",2020,"journal-article"
"46858","10.1021/acsnano.0c06798",2020,"journal-article"
"46859","10.1182/blood-2018-99-119762",2018,"journal-article"
"46860","10.1002/jhbp.963",2021,"journal-article"
"46861","10.1080/10428194.2017.1365851",2017,"journal-article"
"46862","10.1111/acps.13122",2019,"journal-article"
"46863","10.1242/dev.129312",2016,"journal-article"
"46864","10.1093/rheumatology/kex040",2017,"journal-article"
"46865","10.1111/brv.12570",2019,"journal-article"
"46866","10.1080/13813455.2020.1846204",2020,"journal-article"
"46867","10.1002/ceat.201600712",2017,"journal-article"
"46868","10.1111/jdv.13821",2016,"journal-article"
"46869","10.1021/acsami.6b05228",2016,"journal-article"
"46870","10.1093/rheumatology/key075.360",2018,"journal-article"
"46871","10.1093/neuonc/noy059.013",2018,"journal-article"
"46872","10.1177/1708538118789510",2018,"journal-article"
"46873","10.1063/1.5024683",2018,"journal-article"
"46874","10.1200/jco.2016.34.15_suppl.1090",2016,"journal-article"
"46875","10.1182/blood.v126.23.5142.5142",2015,"journal-article"
"46876","10.1093/ibd/izaa117",2020,"journal-article"
"46877","10.1200/jco.2020.38.15_suppl.511",2020,"journal-article"
"46878","10.2807/1560-7917.es.2016.21.16.30201",2016,"journal-article"
"46879","10.1126/sciadv.abe7327",2021,"journal-article"
"46880","10.4315/1541-9576-41.1.70",2021,"journal-article"
"46881","10.1098/rsob.150230",2016,"journal-article"
"46882","10.18632/oncotarget.6378",2015,"journal-article"
"46883","10.1002/ijc.33025",2020,"journal-article"
"46884","10.1021/acs.jpcc.0c00840",2020,"journal-article"
"46885","10.1002/smll.201802033",2018,"journal-article"
"46886","10.1021/acscatal.1c01455",2021,"journal-article"
"46887","10.1128/aem.00924-20",2020,"journal-article"
"46888","10.1080/0284186x.2020.1759826",2020,"journal-article"
"46889","10.1083/jcb.201508072",2015,"journal-article"
"46890","10.18632/oncotarget.25266",2018,"journal-article"
"46891","10.1182/blood-2019-128761",2019,"journal-article"
"46892","10.1080/17474086.2019.1657824",2019,"journal-article"
"46893","10.1002/solr.202000152",2020,"journal-article"
"46894","10.1200/jco.2021.39.15_suppl.519",2021,"journal-article"
"46895","10.1055/a-1270-7208",2020,"journal-article"
"46896","10.1002/art.40484",2018,"journal-article"
"46897","10.1098/rspb.2020.2670",2021,"journal-article"
"46898","10.1093/schbul/sbab063",2021,"journal-article"
"46899","10.1039/c7sc00168a",2017,"journal-article"
"46900","10.1021/acsami.8b17843",2018,"journal-article"
"46901","10.3233/jad-180022",2018,"journal-article"
"46902","10.1002/aenm.201701073",2017,"journal-article"
"46903","10.1093/bioinformatics/btz633",2019,"journal-article"
"46904","10.1002/hbm.24075",2018,"journal-article"
"46905","10.1161/circheartfailure.118.005544",2019,"journal-article"
"46906","10.2807/1560-7917.es.2018.23.6.17-00672",2018,"journal-article"
"46907","10.1182/blood-2020-134774",2020,"journal-article"
"46908","10.1021/acscombsci.6b00050",2016,"journal-article"
"46909","10.1161/strokeaha.119.026005",2019,"journal-article"
"46910","10.1177/1747493019895654",2020,"journal-article"
"46911","10.1002/pbc.28963",2021,"journal-article"
"46912","10.1142/s2251171718400147",2018,"journal-article"
"46913","10.1093/cvr/cvx197",2017,"journal-article"
"46914","10.1002/gepi.21933",2015,"journal-article"
"46915","10.2217/rme-2018-0095",2018,"journal-article"
"46916","10.1126/science.aar5839",2018,"journal-article"
"46917","10.1093/eurheartj/ehz367",2019,"journal-article"
"46918","10.1002/cite.202000076",2020,"journal-article"
"46919","10.1128/iai.00073-18",2018,"journal-article"
"46920","10.1002/bjs.10770",2018,"journal-article"
"46921","10.1111/all.14575",2020,"journal-article"
"46922","10.1111/brv.12567",2019,"journal-article"
"46923","10.1002/humu.23170",2017,"journal-article"
"46924","10.1111/jdv.16078",2020,"journal-article"
"46925","10.1167/iovs.16-19716",2016,"journal-article"
"46926","10.1016/j.jalz.2014.12.009",2015,"journal-article"
"46927","10.1002/chem.201502875",2015,"journal-article"
"46928","10.1111/clr.11_13356",2018,"journal-article"
"46929","10.1055/s-0043-121167",2017,"journal-article"
"46930","10.1093/rheumatology/key075.396",2018,"journal-article"
"46931","10.14814/phy2.13589",2018,"journal-article"
"46932","10.1039/c8cp00235e",2018,"journal-article"
"46933","10.1055/s-0034-1396803",2015,"journal-article"
"46934","10.1093/cid/ciy416",2018,"journal-article"
"46935","10.1200/jco.2018.36.15_suppl.7028",2018,"journal-article"
"46936","10.1002/chem.201905163",2019,"journal-article"
"46937","10.1200/jco.2020.38.4_suppl.704",2020,"journal-article"
"46938","10.1055/s-0040-1715232",2020,"proceedings-article"
"46939","10.1182/blood-2018-99-114441",2018,"journal-article"
"46940","10.4155/bio-2020-0094",2020,"journal-article"
"46941","10.1109/pvsc45281.2020.9300997",2020,"proceedings-article"
"46942","10.1055/s-0040-1710210",2020,"proceedings-article"
"46943","10.1093/ajh/hpaa049",2020,"journal-article"
"46944","10.1080/17445647.2017.1384934",2017,"journal-article"
"46945","10.1111/nyas.14600",2021,"journal-article"
"46946","10.1111/j.1755-3768.2019.5079",2019,"journal-article"
"46947","10.1111/1749-4877.12547",2021,"journal-article"
"46948","10.1111/jocs.14595",2020,"journal-article"
"46949","10.1021/acs.jnatprod.9b01168",2020,"journal-article"
"46950","10.1111/his.13487",2018,"journal-article"
"46951","10.1002/erv.2534",2017,"journal-article"
"46952","10.1002/dvdy.24373",2015,"journal-article"
"46953","10.1111/hiv.12618",2018,"journal-article"
"46954","10.1021/acs.jpcb.1c03595",2021,"journal-article"
"46955","10.1098/rspb.2015.0228",2015,"journal-article"
"46956","10.1002/14651858.cd005051.pub3",2017,"journal-article"
"46957","10.1002/mrm.28343",2020,"journal-article"
"46958","10.1002/ajp.23308",2021,"journal-article"
"46959","10.1177/1526602819866435",2019,"journal-article"
"46960","10.1111/liv.13954",2018,"journal-article"
"46961","10.1182/blood.2020005673",2021,"journal-article"
"46962","10.1039/c8ra02742k",2018,"journal-article"
"46963","10.1177/0192623315591171",2015,"journal-article"
"46964","10.1093/cz/zoz023",2019,"journal-article"
"46965","10.1182/blood.v128.22.611.611",2016,"journal-article"
"46966","10.1111/joim.13053",2020,"journal-article"
"46967","10.1063/5.0049966",2021,"journal-article"
"46968","10.21203/rs.3.rs-100873/v1",2021,"posted-content"
"46969","10.3892/ijo.2019.4709",2019,"journal-article"
"46970","10.1200/jco.2021.39.15_suppl.9046",2021,"journal-article"
"46971","10.1161/circ.137.suppl_1.mp05",2018,"journal-article"
"46972","10.1111/liv.13932",2018,"journal-article"
"46973","10.1002/jso.25973",2020,"journal-article"
"46974","10.1002/gps.5002",2018,"journal-article"
"46975","10.1096/fasebj.2018.32.1_supplement.623.1",2018,"journal-article"
"46976","10.1055/s-0043-124309",2018,"journal-article"
"46977","10.1515/pubhef-2015-1001",2015,"journal-article"
"46978","10.1111/cod.13935",2021,"journal-article"
"46979","10.1111/jdv.15637",2019,"journal-article"
"46980","10.1104/pp.15.00481",2015,"journal-article"
"46981","10.1080/23273798.2018.1527936",2018,"journal-article"
"46982","10.1177/0300985816641991",2016,"journal-article"
"46983","10.1177/0148607116663481",2016,"journal-article"
"46984","10.1537/ase.150206",2015,"journal-article"
"46985","10.1039/c5nr08169f",2016,"journal-article"
"46986","10.1155/2016/7405748",2016,"journal-article"
"46987","10.1002/chem.201905162",2019,"journal-article"
"46988","10.1093/eurpub/ckz185.160",2019,"journal-article"
"46989","10.22541/au.159863286.67348303",2020,"posted-content"
"46990","10.1164/ajrccm-conference.2020.201.1_meetingabstracts.a5703",2020,"proceedings-article"
"46991","10.1002/sia.6720",2019,"journal-article"
"46992","10.4003/006.036.0205",2018,"journal-article"
"46993","10.1002/ece3.3597",2017,"journal-article"
"46994","10.1515/jetl-2017-0011",2018,"journal-article"
"46995","10.1111/arcm.12317",2017,"journal-article"
"46996","10.1002/jbio.201960099",2019,"journal-article"
"46997","10.7717/peerj.6435",2019,"journal-article"
"46998","10.1177/2047487319848199",2019,"journal-article"
"46999","10.1177/2048872616653228",2016,"journal-article"
"47000","10.1002/ccd.25838",2015,"journal-article"
"47001","10.1063/1.5134687",2020,"journal-article"
"47002","10.3402/ecrj.v2.28531",2015,"journal-article"
"47003","10.1039/d0ra03212c",2020,"journal-article"
"47004","10.1111/jmi.13051",2021,"journal-article"
"47005","10.1111/jam.14732",2020,"journal-article"
"47006","10.1002/wcc.478",2017,"journal-article"
"47007","10.1002/ecy.3027",2020,"journal-article"
"47008","10.15420/icr.2020.25",2021,"journal-article"
"47009","10.1021/acs.jpcc.6b10932",2017,"journal-article"
"47010","10.1021/acs.jpcc.7b11129",2018,"journal-article"
"47011","10.1167/iovs.16-19936",2017,"journal-article"
"47012","10.1002/celc.201500155",2015,"journal-article"
"47013","10.1200/jco.2016.34.15_suppl.tps8576",2016,"journal-article"
"47014","10.1002/smll.201601908",2016,"journal-article"
"47015","10.1039/c6fd00117c",2016,"journal-article"
"47016","10.1093/mnras/stx1590",2017,"journal-article"
"47017","10.1063/1.4941672",2016,"journal-article"
"47018","10.1080/2162402x.2020.1806680",2020,"journal-article"
"47019","10.7554/elife.09436",2015,"journal-article"
"47020","10.1093/bioinformatics/btaa1048",2020,"journal-article"
"47021","10.1093/mnras/staa1078",2020,"journal-article"
"47022","10.1063/5.0014207",2020,"journal-article"
"47023","10.1080/22221751.2020.1785951",2020,"journal-article"
"47024","10.1177/0271678x19845934",2019,"journal-article"
"47025","10.1093/nar/gky349",2018,"journal-article"
"47026","10.1002/adma.201770198",2017,"journal-article"
"47027","10.1002/ijc.32957",2020,"journal-article"
"47028","10.1093/ehjci/jex056",2017,"journal-article"
"47029","10.1093/nar/gkab484",2021,"journal-article"
"47030","10.1002/ejhf.294",2015,"journal-article"
"47031","10.1021/acs.est.1c02189",2021,"journal-article"
"47032","10.1098/rsta.2020.0208",2021,"journal-article"
"47033","10.18632/aging.102294",2019,"journal-article"
"47034","10.1055/a-0604-3249",2018,"journal-article"
"47035","10.1002/anie.201711450",2018,"journal-article"
"47036","10.1029/2018tc005462",2019,"journal-article"
"47037","10.1055/s-0039-1695158",2019,"proceedings-article"
"47038","10.4337/ejeep.2020.02.02",2020,"journal-article"
"47039","10.1111/pcmr.12761",2018,"journal-article"
"47040","10.1089/jir.2017.0076",2017,"journal-article"
"47041","10.1055/s-0035-1545704",2015,"journal-article"
"47042","10.1099/jgv.0.000361",2016,"journal-article"
"47043","10.1111/jdv.13305",2015,"journal-article"
"47044","10.1377/hlthaff.2020.00104",2020,"journal-article"
"47045","10.1115/1.4037334",2017,"journal-article"
"47046","10.1055/s-0043-103094",2017,"journal-article"
"47047","10.5014/ajot.2016.018929",2016,"journal-article"
"47048","10.1044/2016_jslhr-s-16-0091",2017,"journal-article"
"47049","10.1080/13696998.2019.1609003",2019,"journal-article"
"47050","10.1055/s-0039-1688309",2019,"proceedings-article"
"47051","10.1002/pst.1940",2019,"journal-article"
"47052","10.1111/dom.13952",2020,"journal-article"
"47053","10.1177/0964528420920303",2020,"journal-article"
"47054","10.1093/rheumatology/keaa111.204",2020,"journal-article"
"47055","10.1093/ehjci/ehaa946.0867",2020,"journal-article"
"47056","10.1002/biot.202000024",2020,"journal-article"
"47057","10.1200/jco.2020.38.15_suppl.5014",2020,"journal-article"
"47058","10.1002/3527600418.bi743993d0022",2017,"reference-entry"
"47059","10.1177/1464884918774311",2018,"journal-article"
"47060","10.2174/1381612826666200204093737",2020,"journal-article"
"47061","10.1021/acsnano.8b00784",2018,"journal-article"
"47062","10.1128/mbio.01523-18",2018,"journal-article"
"47063","10.1021/acs.inorgchem.6b00237",2016,"journal-article"
"47064","10.1002/dmrr.3020",2018,"journal-article"
"47065","10.1111/ene.12744",2015,"journal-article"
"47066","10.1111/desc.12633",2017,"journal-article"
"47067","10.1002/chem.201903926",2019,"journal-article"
"47068","10.1002/smll.201670199",2016,"journal-article"
"47069","10.1093/ehjci/ehaa946.2604",2020,"journal-article"
"47070","10.1109/tase.2021.3064065",2021,"journal-article"
"47071","10.1111/maps.12596",2016,"journal-article"
"47072","10.1098/rsbl.2020.0272",2020,"journal-article"
"47073","10.1111/maps.13568",2020,"journal-article"
"47074","10.1152/ajpendo.00439.2015",2016,"journal-article"
"47075","10.1177/0959683616641741",2016,"journal-article"
"47076","10.1093/bioinformatics/bty128",2018,"journal-article"
"47077","10.1055/s-0037-1598505",2017,"journal-article"
"47078","10.1055/s-0037-1605023",2017,"proceedings-article"
"47079","10.1093/eurheartj/ehy565.p2886",2018,"journal-article"
"47080","10.1093/jac/dkx490",2017,"journal-article"
"47081","10.1200/jco.2015.33.15_suppl.tps10576",2015,"journal-article"
"47082","10.1093/eurheartj/ehy563.p4803",2018,"journal-article"
"47083","10.1515/pubhef-2015-0019",2015,"journal-article"
"47084","10.1080/10428194.2017.1330469",2017,"journal-article"
"47085","10.1055/s-0038-1641147",2018,"journal-article"
"47086","10.1093/eurheartj/ehz745.1164",2019,"journal-article"
"47087","10.1177/0165025419851576",2019,"journal-article"
"47088","10.1001/jamapsychiatry.2019.3377",2020,"journal-article"
"47089","10.1093/eurheartj/ehy564.p1004",2018,"journal-article"
"47090","10.1164/ajrccm-conference.2020.201.1_meetingabstracts.a4309",2020,"proceedings-article"
"47091","10.1093/rheumatology/keab346",2021,"journal-article"
"47092","10.1210/jendso/bvab048.1054",2021,"journal-article"
"47093","10.1093/reseval/rvaa034",2021,"journal-article"
"47094","10.1177/0961203318776093",2018,"journal-article"
"47095","10.1002/ar.23974",2018,"journal-article"
"47096","10.12705/666.1",2017,"journal-article"
"47097","10.1109/etfa.2017.8247689",2017,"proceedings-article"
"47098","10.1111/tan.14259",2021,"journal-article"
"47099","10.1111/mec.13566",2016,"journal-article"
"47100","10.1029/2019wr026217",2020,"journal-article"
"47101","10.1111/bjhp.12197",2016,"journal-article"
"47102","10.1055/s-0043-104379",2017,"journal-article"
"47103","10.1039/c4sm01893a",2015,"journal-article"
"47104","10.1155/2021/6688346",2021,"journal-article"
"47105","10.1253/circj.cj-16-0791",2017,"journal-article"
"47106","10.1002/anie.201600906",2016,"journal-article"
"47107","10.1089/ast.2015.1324",2015,"journal-article"
"47108","10.1177/014556131609500303",2016,"journal-article"
"47109","10.1200/jco.2018.36.4_suppl.782",2018,"journal-article"
"47110","10.35929/rsz.0044",2021,"journal-article"
"47111","10.1164/ajrccm-conference.2021.203.1_meetingabstracts.a1804",2021,"proceedings-article"
"47112","10.3141/2661-14",2017,"journal-article"
"47113","10.1111/1755-0998.13367",2021,"journal-article"
"47114","10.1002/mrc.4526",2016,"journal-article"
"47115","10.1061/(asce)is.1943-555x.0000350",2017,"journal-article"
"47116","10.1089/vbz.2015.1901",2016,"journal-article"
"47117","10.1055/s-0042-116765",2017,"journal-article"
"47118","10.1039/c4mt00300d",2015,"journal-article"
"47119","10.1142/9789814759717_0021",2016,"book-chapter"
"47120","10.1111/bjhp.12408",2020,"journal-article"
"47121","10.1039/c5mb00525f",2015,"journal-article"
"47122","10.1002/rcm.7279",2015,"journal-article"
"47123","10.1029/2018je005632",2018,"journal-article"
"47124","10.1093/eurheartj/ehx504.p4603",2017,"journal-article"
"47125","10.1055/s-0037-1605223",2017,"proceedings-article"
"47126","10.1080/08957959.2017.1388802",2017,"journal-article"
"47127","10.1024/1422-4917/a000609",2019,"journal-article"
"47128","10.1055/s-0034-1399703",2015,"journal-article"
"47129","10.1055/s-0034-1399299",2015,"journal-article"
"47130","10.2807/1560-7917.es.2019.24.19.1800500",2019,"journal-article"
"47131","10.1163/18759866-08502005",2016,"journal-article"
"47132","10.1200/jco.2018.36.15_suppl.2518",2018,"journal-article"
"47133","10.1029/2019je006108",2020,"journal-article"
"47134","10.1111/epi.16330",2019,"journal-article"
"47135","10.1111/epi.16095",2019,"journal-article"
"47136","10.1002/mrm.28296",2020,"journal-article"
"47137","10.1111/ejh.13587",2021,"journal-article"
"47138","10.1055/a-1335-4512",2021,"journal-article"
"47139","10.1111/hae.12866",2015,"journal-article"
"47140","10.1002/maco.202112450",2021,"journal-article"
"47141","10.18632/oncotarget.22691",2017,"journal-article"
"47142","10.1002/art.41381",2020,"journal-article"
"47143","10.1111/joa.13519",2021,"journal-article"
"47144","10.1177/2040622319862693",2019,"journal-article"
"47145","10.1117/12.2231624",2016,"proceedings-article"
"47146","10.1161/strokeaha.118.023124",2019,"journal-article"
"47147","10.24963/ijcai.2020/610",2020,"proceedings-article"
"47148","10.1039/c8nr09205b",2019,"journal-article"
"47149","10.1111/pedi.12618",2017,"journal-article"
"47150","10.1111/eci.12761",2017,"journal-article"
"47151","10.1080/13645706.2020.1729206",2020,"journal-article"
"47152","10.1099/ijsem.0.000869",2016,"journal-article"
"47153","10.1128/msphere.00375-16",2017,"journal-article"
"47154","10.1242/jeb.131219",2016,"journal-article"
"47155","10.1002/mrm.28153",2020,"journal-article"
"47156","10.1002/cite.202000110",2020,"journal-article"
"47157","10.1002/ajpa.23718",2018,"journal-article"
"47158","10.1098/rsbl.2016.0874",2017,"journal-article"
"47159","10.1111/bjhp.12294",2018,"journal-article"
"47160","10.1002/chem.202102357",2021,"journal-article"
"47161","10.1111/obr.12388",2016,"journal-article"
"47162","10.1055/s-0042-100456",2016,"journal-article"
"47163","10.1002/uog.19178",2019,"journal-article"
"47164","10.1021/acs.orglett.9b02583",2019,"journal-article"
"47165","10.1093/neuonc/noaa215.233",2020,"journal-article"
"47166","10.1055/s-0037-1604874",2017,"proceedings-article"
"47167","10.1182/blood-2018-99-114216",2018,"journal-article"
"47168","10.1182/blood.v128.22.3373.3373",2016,"journal-article"
"47169","10.1021/acsami.0c14578",2020,"journal-article"
"47170","10.1021/acs.jctc.7b00226",2017,"journal-article"
"47171","10.1021/acschembio.7b00504",2017,"journal-article"
"47172","10.1161/jaha.120.017451",2021,"journal-article"
"47173","10.1021/acs.langmuir.9b02339",2020,"journal-article"
"47174","10.1021/acsami.9b17543",2019,"journal-article"
"47175","10.1200/jco.2021.39.15_suppl.tps8585",2021,"journal-article"
"47176","10.1111/bjh.14219",2016,"journal-article"
"47177","10.18632/oncotarget.25056",2018,"journal-article"
"47178","10.1002/ejhf.1781",2020,"journal-article"
"47179","10.1093/brain/awaa148",2020,"journal-article"
"47180","10.1002/anie.202109530",2021,"journal-article"
"47181","10.1002/ange.202109530",2021,"journal-article"
"47182","10.1093/europace/euz246",2019,"journal-article"
"47183","10.1128/cvi.00439-16",2017,"journal-article"
"47184","10.1021/acs.biochem.5b00839",2016,"journal-article"
"47185","10.1063/1.5044402",2018,"journal-article"
"47186","10.1021/acs.nanolett.7b00627",2017,"journal-article"
"47187","10.1002/admi.201700722",2017,"journal-article"
"47188","10.1021/acs.jmedchem.5b00226",2015,"journal-article"
"47189","10.1111/ddi.12885",2019,"journal-article"
"47190","10.1055/s-0042-121494",2016,"journal-article"
"47191","10.1055/s-0037-1598750",2017,"journal-article"
"47192","10.2166/wh.2016.153",2016,"journal-article"
"47193","10.7717/peerj.3133",2017,"journal-article"
"47194","10.1200/jco.2016.34.4_suppl.tps473",2016,"journal-article"
"47195","10.1002/nbm.3950",2018,"journal-article"
"47196","10.1162/netn_a_00081",2019,"journal-article"
"47197","10.1161/jaha.117.007045",2018,"journal-article"
"47198","10.1055/s-0043-124082",2018,"journal-article"
"47199","10.1111/apa.14431",2018,"journal-article"
"47200","10.1200/jco.2016.34.15_suppl.5075",2016,"journal-article"
"47201","10.1093/sleep/zsz067.500",2019,"journal-article"
"47202","10.1111/eth.12607",2017,"journal-article"
"47203","10.1177/2325967115614799",2015,"journal-article"
"47204","10.1093/eurheartj/ehz747.0038",2019,"journal-article"
"47205","10.1002/chem.201585262",2015,"journal-article"
"47206","10.1093/eurpub/ckaa165.555",2020,"journal-article"
"47207","10.1055/a-0631-8898",2018,"journal-article"
"47208","10.1182/blood.v128.22.2494.2494",2016,"journal-article"
"47209","10.1182/blood.v126.23.2862.2862",2015,"journal-article"
"47210","10.1055/a-1009-6466",2019,"journal-article"
"47211","10.1111/evo.12787",2015,"journal-article"
"47212","10.1021/acs.langmuir.9b03665",2020,"journal-article"
"47213","10.1063/5.0025006",2020,"journal-article"
"47214","10.2298/ntrp1701077s",2017,"journal-article"
